"configuration","problem","model","data_file","status","time","objective","baseMem","flatBoolConstraints","boolVariables","flatIntConstraints","trailMem","userDecisions","variables","eliminatedImplications","peakMem","solveTime","run","flatBoolVars","flatTime","evaluatedReifiedConstraints","method","peakDepth","propagations","failures","intVariables","blockType","flatIntVars","evaluatedHalfReifiedConstraints","nSolutions","restarts","objectiveBound","paths","propagators","oracleDecisions","unifiedVariables","extractedViews","intVars","randomSeed","solutions","initTime","backjumps","nogoods","nodes"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8174332156777","","","12151","","40352","","4342038","","58","","1198.216416","results_rect","38077","1.37629","24766","satisfy","19","636718429","4333646","147","complete","13406","1740","0","0","","0","2321","0","0","38019","","","","0.403149","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.7299780882894993","","","3515","","11989","","10292","","38","","1.904677","results_rect","10963","0.421731","7486","satisfy","184","635647","14691","87","complete","4216","76","1","287","","0","368","5871","0","11609","","","","0.114625","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.709102092310786","","","4662","","15769","","141953","","42","","21.541101","results_rect","14532","0.574922","9912","satisfy","22","5456104","141674","99","complete","5523","84","1","0","","0","427","0","0","15330","","","","0.152172","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6913960501551628","","","1965","","6903","","1196","","30","","0.117218","results_rect","6165","0.282518","4230","satisfy","1948","51502","1183","67","complete","2458","60","1","0","","0","276","1935","0","6615","","","","0.068067","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5924565009772778","","","4420","","15053","","2444","","40","","0.499267","results_rect","13820","0.556905","9440","satisfy","4420","189476","3845","97","complete","5283","80","1","27","","0","421","10506","0","14620","","","","0.13987","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6131601855159","","","8424","","28052","","4513109","","52","","1198.712055","results_rect","26208","1.002289","17836","satisfy","16","151684673","4507075","129","complete","9755","104","0","0","","0","584","0","0","27456","","","","0.282397","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","4.872564327903092","","","3980","","13545","","25715","","40","","3.796988","results_rect","12420","0.521895","8480","satisfy","21","1109569","25638","93","complete","4759","80","1","0","","0","393","0","0","13140","","","","0.132852","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","712.4988185614347","","","5995","","20383","","3347844","","44","","710.902261","results_rect","18920","0.767902","12276","satisfy","128","356558499","3343557","109","complete","6803","1012","1","0","","0","1407","110","0","18964","","","","0.196035","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","33.41613627690822","","","5166","","17678","","134620","","42","","32.173488","results_rect","16338","0.611933","10584","satisfy","541","27359535","203489","103","complete","5905","924","1","4361","","0","1286","101640","0","16380","","","","0.169889","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","26.632818962447345","","","4956","","16839","","121103","","42","","25.434917","results_rect","15498","0.647659","10584","satisfy","109","6966031","154537","103","complete","5905","84","1","4181","","0","447","62973","0","16380","","","","0.16417","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","16.39547214936465","","0.0","378","14719","1086","0.04","","14848","42","0.0","16.106","results_rect","1050","0.114654","924","satisfy","24","59275190","132118","","","105","84","1","0","","0","1957","","","","127","407783316","","0.025","4729","132118","136872"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.811720110476017","","","2567","","8841","","1358","","34","","0.137087","results_rect","8007","0.339598","5474","satisfy","2548","54296","1343","75","complete","3124","68","1","0","","0","312","2533","0","8517","","","","0.084817","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5788579536602","","","8075","","27015","","4613752","","50","","1198.775538","results_rect","25175","0.956234","17150","satisfy","16","153905020","4607880","127","complete","9408","100","0","0","","0","578","0","0","26425","","","","0.266007","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","57.5718337520957","","","10044","","33385","","142755","","54","","55.504384","results_rect","31266","1.13064","21276","satisfy","1873","13678359","208541","139","complete","11593","108","1","8525","","0","649","190613","0","32724","","","","0.331253","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.3204975305125117","","","3087","","10696","","24623","","36","","2.462517","results_rect","9774","0.412709","6264","satisfy","77","2480966","24557","81","complete","3561","684","1","0","","0","944","58","0","9738","","","","0.105915","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8529777303338051","","","2400","","8350","","1309","","32","","0.152601","results_rect","7520","0.335295","5152","satisfy","2381","72029","1590","73","complete","2959","64","1","110","","0","306","2982","0","8032","","","","0.085852","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6407374264672399","","0.0","297","9654","822","0.02","","9762","36","0.0","1.348","results_rect","792","0.109355","684","satisfy","24","9076049","22672","","","87","72","1","0","","0","1459","","","","106","-249040534","","0.018","795","22672","23492"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.2398646268994","","","168","","331","","","","112","","","results_rect","224","0.094838","","satisfy","","","","","","147","224","0","","","0","","","","","","","","","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","27.060107350349426","","","7620","","25713","","103294","","48","","25.369422","results_rect","24000","0.866197","15600","satisfy","333","22636627","125785","121","complete","8575","1200","1","3931","","0","1653","71824","0","24048","","","","0.25249","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","5.7844900311902165","","","8424","","28052","","14162","","52","","3.974086","results_rect","26208","0.976279","17836","satisfy","1536","989412","19628","129","complete","9755","104","1","207","","0","584","8707","0","27456","","","","0.280764","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","ALL_SOLUTIONS","1.9001195263117552","0","","114","314","223","","","","76","","1.67448","results_rect","152","0.092768","","satisfy","","2213218","30243","","","93","152","1","","0","0","","","","","","","","","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5284014334902","","","8075","","27015","","4301605","","50","","1198.811149","results_rect","25175","0.926609","17150","satisfy","16","143749728","4296083","127","complete","9408","100","0","0","","0","578","0","0","26425","","","","0.258626","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7422879878431559","","","2232","","7813","","1106","","32","","0.125545","results_rect","7072","0.311293","4512","satisfy","2639","181658","1410","69","complete","2603","544","1","89","","0","758","3194","0","7040","","","","0.075917","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.247301296331","","","162","","319","","","","108","","","results_rect","216","0.097659","","satisfy","","","","","","141","216","0","","","0","","","","","","","","","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6090355664492","","","7675","","25593","","4882921","","50","","1198.878878","results_rect","23875","0.86298","16250","satisfy","16","162259843","4879030","123","complete","8904","100","0","0","","0","556","0","0","25025","","","","0.254358","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.5855165971443057","","","3465","","12001","","10281","","36","","1.741015","results_rect","10980","0.432647","7092","satisfy","131","1777126","14648","85","complete","4015","684","1","305","","0","971","5859","0","11016","","","","0.117877","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","192.82835262455046","","","6696","","22441","","567753","","48","","191.313345","results_rect","20856","0.811852","14208","satisfy","1124","37873747","845748","117","complete","7827","96","1","12937","","0","517","437335","0","21912","","","","0.221485","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.55663997028023","","","2934","","10085","","11546","","36","","1.782867","results_rect","9162","0.358693","6264","satisfy","2937","679051","15572","81","complete","3561","72","1","331","","0","335","11757","0","9738","","","","0.093991","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.4336321661248803","","","2934","","10085","","24750","","36","","2.721472","results_rect","9162","0.356828","6264","satisfy","19","905902","24684","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.094814","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","52.29905220400542","","0.0","378","15893","1088","0.04","","16026","42","0.0","51.825","results_rect","1050","0.133534","924","satisfy","22","170466648","374587","","","109","84","1","0","","0","1961","","","","131","2142577676","","0.031","16558","374587","391168"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.2041939347982","","","156","","309","","","351","104","","1199.9","results_rect","208","0.096044","","satisfy","71","634246783","30731187","","","139","208","0","0","","0","467","","","","","","0","0.004169","","","61462542"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8376412503421","","","11312","","37440","","4400997","","56","","1198.26607","results_rect","35168","1.36169","23912","satisfy","18","174096903","4392950","145","complete","12975","112","0","0","","0","692","0","0","36736","","","","0.371825","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","194.6355328951031","","","12296","","40639","","523137","","58","","192.089507","results_rect","38222","1.38046","25984","satisfy","2542","37238468","697115","151","complete","14077","116","1","13647","","0","723","336579","0","39904","","","","0.407874","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","9.883514979854226","","","6394","","21545","","33761","","46","","8.378016","results_rect","19964","0.741825","13616","satisfy","1062","2428161","44822","115","complete","7527","92","1","1013","","0","511","19417","0","21022","","","","0.206978","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.621927234344184","","","6049","","20305","","33471","","46","","6.30346","results_rect","18837","0.692498","12834","satisfy","82","1981403","39757","111","complete","7086","92","1","1291","","0","490","16170","0","19803","","","","0.194918","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","8.291439389809966","","","5764","","19460","","33231","","44","","7.00091","results_rect","17996","0.684617","12276","satisfy","915","2253827","43512","109","complete","6803","88","1","1579","","0","484","23091","0","18964","","","","0.184564","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","18.607544620521367","","","8075","","27015","","47322","","50","","16.879793","results_rect","25175","0.943255","17150","satisfy","658","4439080","81723","127","complete","9408","100","1","1428","","0","578","47833","0","26425","","","","0.263632","","",""
