"configuration","problem","model","data_file","status","time","nSolutions","flatIntVars","nodes","flatBoolVars","solutions","run","solveTime","randomSeed","baseMem","method","objective","intVars","flatIntConstraints","unifiedVariables","variables","boolVariables","nogoods","flatBoolConstraints","initTime","blockType","trailMem","oracleDecisions","propagations","userDecisions","intVariables","backjumps","evaluatedReifiedConstraints","propagators","paths","evaluatedHalfReifiedConstraints","optTime","peakMem","failures","flatTime","restarts","peakDepth","objectiveBound","extractedViews"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.5373648060485721","2","61","","720","","results_filter","0.040264","","","minimize","15","","755","0","","","","180","0.013675","complete","","1697","213467","5143","45","","","751","0","720","","","1202","0.210035","0","911","","4"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.4074892718344927","1","52","","","","results_filter","0.009952","","","minimize","19","","36","0","","","","","0.006126","complete","","181","3789","0","34","","","35","0","","","","66","0.165493","0","100","","1"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.3013044679537","1","57","","","","results_filter","1199.802397","","","minimize","34","","75","0","","","","","0.007925","complete","","2645350","67646550","3619717","49","","","67","0","","","","3522101","0.198519","121909","115","","8"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5429965639486909","1","25","","","","results_filter","0.047307","","","minimize","18","","26","0","","","","","0.005362","complete","","0","18373","2167","24","","","25","0","","","","2139","0.192809","0","24","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","247.18119640741497","7","57","","1216","","results_filter","246.595127","","","minimize","34","","1289","0","","","","608","0.020403","complete","","2751953","377383847","0","49","","","1281","0","1216","","","1913840","0.285537","62677","1377","","8"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5879669841378927","1","25","","","","results_filter","0.027457","","","minimize","18","","26","0","","","","","0.005223","complete","","246","10778","819","24","","","25","0","","","","920","0.194645","34","24","","1"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","48.34368468914181","1","73","","1456","","results_filter","47.416831","","","minimize","32","","1529","0","","","","608","0.024488","complete","","1556","49698618","337451","65","","","1521","0","1456","","","333554","0.273013","0","1616","","8"
"gecode","","../filters/filter.mzn","../filters/dct_1_3.dzn","SATISFIED","1200.3206726145","1","73","689053727","","1","results_filter","1199.83","","","minimize","32","","75","","137","","","","0.000894","","","","3052574787","","","","","78","0","","","","344526837","0.170377","0","64","",""
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","1.0062754666432738","1","51","","","","results_filter","0.374029","","","minimize","28","","57","0","","","","","0.005791","complete","","13791","163454","0","35","","","49","0","","","","9164","0.279966","446","107","","8"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","54.52667159307748","7","105","","","","results_filter","54.118224","","","minimize","10","","75","0","","","","","0.00793","complete","","287747","3881839","585775","97","","","67","0","","","","331302","0.16762","7561","226","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","350.4516533277929","2","73","","1456","","results_filter","349.834942","","","minimize","32","","1529","0","","","","608","0.023395","complete","","4763813","789168476","0","65","","","1521","0","1456","","","2819115","0.268967","99337","1687","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7385142063722014","3","48","","","","results_filter","0.018296","","","minimize","10","","26","0","","","","","0.005104","complete","","195","4099","805","32","","","25","0","","","","180","0.23663","1","131","","1"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.7811529748141766","1","51","","","","results_filter","0.345513","","","minimize","28","","57","0","","","","","0.006978","complete","","1580","41759","3058","35","","","49","0","","","","3400","0.178691","55","40","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.0580536257475615","1","26","","","","results_filter","0.003803","","","minimize","4","","14","0","","","","","0.004477","complete","","111","1211","0","18","","","11","0","","","","0","0.242631","0","112","","3"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.2696019401774","4","105","","","","results_filter","1199.822944","","","minimize","10","","75","0","","","","","0.007756","complete","","0","87061215","31789953","97","","","67","0","","","","7583837","0.168756","0","87","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.8383989995345473","8","49","","","","results_filter","0.167529","","","minimize","18","","37","0","","","","","0.005959","complete","","4800","58987","0","29","","","33","0","","","","3293","0.224511","53","109","","4"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.4559810422360897","1","77","","","","results_filter","0.008066","","","minimize","18","","57","0","","","","","0.006296","complete","","112","4711","0","35","","","49","0","","","","5","0.165987","0","109","","8"
"cp-sat","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5659957695752382","1","51","","","","results_filter","0.009234","","","minimize","28","","57","","","44","","","","","","","453","","","","","","0","","","","4","0.267195","","","28",""
"Huub_user_m+s","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.46969989966601133","1","26","","","","results_filter","0.003877","","","minimize","6","","14","0","","","","","0.004715","complete","","0","134","44","18","","","11","0","","","","14","0.185979","0","20","","3"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.25244464539","1","57","","","","results_filter","1199.832268","","","minimize","34","","75","0","","","","","0.007517","complete","","2660282","64926281","3373640","49","","","67","0","","","","3473111","0.171367","114741","107","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","59.872142671607435","3","105","","","","results_filter","59.292352","","","minimize","11","","75","0","","","","","0.007352","complete","","454865","8809361","1600834","97","","","67","0","","","","600273","0.200067","20129","195","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.8341932417824864","1","51","","","","results_filter","0.377212","","","minimize","28","","57","0","","","","","0.005701","complete","","13096","164023","0","35","","","49","0","","","","8579","0.190624","493","102","","8"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","271.9216494578868","2","73","","","","results_filter","271.390463","","","minimize","32","","75","0","","","","","0.007049","complete","","4378365","34139418","0","65","","","67","0","","","","2763812","0.183257","93255","185","","8"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.5981405265629292","2","61","","","","results_filter","0.038655","","","minimize","15","","37","0","","","","","0.006571","complete","","260","11449","3083","45","","","33","0","","","","830","0.274274","5","52","","4"
"cp-sat","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","9.776256875135005","2","105","","","","results_filter","9.34105","","","minimize","10","","75","","","179","","","","","","","3787786","","","","","","0","","","","138452","0.173189","","","10",""
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","91.85476596094668","1","73","","","","results_filter","91.351864","","","minimize","32","","75","0","","","","","0.007339","complete","","514911","15210514","902204","49","","","67","0","","","","668140","0.183932","28523","110","","8"
"gecode","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8083586674183607","2","61","101","","2","results_filter","0.007366","","","minimize","11","","37","","61","","","","0.000655","","","","552","","","","","41","0","","","","17","0.177616","0","46","",""
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","18.354674307629466","4","105","","","","results_filter","17.924839","","","minimize","10","","75","0","","","","","0.007802","complete","","401168","1936133","0","97","","","67","0","","","","355123","0.180581","3168","187","","8"
"cp-sat","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","248.63391525577754","2","105","","","","results_filter","248.193","","","minimize","11","","75","","","224","","","","","","","88181021","","","","","","0","","","","3031283","0.172304","","","11",""
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.8079361859709024","2","43","","","","results_filter","0.385702","","","minimize","28","","57","0","","","","","0.005759","complete","","13170","162971","0","35","","","49","0","","","","9099","0.170998","470","92","","8"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.6522238180041313","3","33","","","","results_filter","0.022882","","","minimize","15","","26","0","","","","","0.005274","complete","","266","8272","809","24","","","25","0","","","","746","0.181427","40","27","","1"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.7136832932010293","3","33","","","","results_filter","0.042046","","","minimize","15","","26","0","","","","","0.006609","complete","","232","7930","798","32","","","25","0","","","","717","0.210702","36","41","","1"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.507862483151257","1","25","","","","results_filter","0.045451","","","minimize","18","","26","0","","","","","0.005301","complete","","0","18373","2167","24","","","25","0","","","","2139","0.188101","0","24","","1"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","662.451561871916","4","105","","","","results_filter","660.980962","","","minimize","18","","75","0","","","","","0.012267","complete","","2326940","42285601","3760091","49","","","67","0","","","","3370142","0.231133","107757","185","","8"
"chuffed","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9832795653492212","1","47","1188","508","","results_filter","0.009","-547753804","0.0","minimize","10","47","531","","5560","5511","146","127","0.011","","0.01","","50620","","","1004","508","1041","0","","0.009","0.0","146","0.237207","1","38","",""
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.4349077846854925","1","77","","","","results_filter","0.008066","","","minimize","18","","57","0","","","","","0.006261","complete","","112","4711","0","35","","","49","0","","","","5","0.191359","0","109","","8"
"cp-sat","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.9184076953679323","2","77","","","","results_filter","0.039908","","","minimize","17","","57","","","72","","","","","","","431","","","","","","0","","","","3","0.184323","","","17",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.242945487611","4","105","","","","results_filter","1199.82683","","","minimize","10","","75","0","","","","","0.007452","complete","","0","84497528","30940045","97","","","67","0","","","","7363849","0.165737","0","87","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6013202238827944","3","33","","","","results_filter","0.0209","","","minimize","15","","26","0","","","","","0.005533","complete","","0","6034","739","32","","","25","0","","","","621","0.200751","0","32","","1"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.4797318335622549","2","69","","","","results_filter","0.009866","","","minimize","21","","57","0","","","","","0.006269","complete","","0","864","109","35","","","49","0","","","","5","0.231291","0","54","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.49322929978370667","3","33","","","","results_filter","0.04628","","","minimize","15","","26","0","","","","","0.005254","complete","","2330","18541","0","24","","","25","0","","","","1695","0.166552","45","120","","1"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.8483169209212065","1","51","","","","results_filter","0.375883","","","minimize","28","","57","0","","","","","0.006487","complete","","12285","152997","0","35","","","49","0","","","","8807","0.191017","271","105","","8"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.622049430385232","1","61","","","","results_filter","0.006585","","","minimize","11","","37","0","","","","","0.00585","complete","","126","3346","0","45","","","33","0","","","","0","0.212999","0","127","","4"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.44747831020504236","3","48","","508","","results_filter","0.025144","","","minimize","10","","532","0","","","","127","0.010363","complete","","1790","68965","1800","32","","","531","0","508","","","366","0.181742","0","634","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","516.5285609168932","5","105","","2432","","results_filter","515.91977","","","minimize","14","","2505","0","","","","608","0.033885","complete","","10321193","855913532","0","97","","","2497","0","2432","","","5738931","0.281271","150541","3166","","8"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","34.375575218349695","3","105","","2432","","results_filter","33.454218","","","minimize","16","","2505","0","","","","608","0.035137","complete","","3720","68742315","660975","65","","","2497","0","2432","","","603321","0.266012","0","2954","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7914495402947068","4","52","","","","results_filter","0.038357","","","minimize","19","","36","0","","","","","0.006115","complete","","253","9337","1453","34","","","35","0","","","","222","0.17143","1","116","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","46.20685979537666","23","35","","482","","results_filter","45.74599","","","minimize","35","","516","0","","","","241","0.011097","complete","","964288","65875511","0","34","","","515","0","482","","","679144","0.210478","22931","800","","1"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.8941193912178278","1","43","","","","results_filter","0.377838","","","minimize","28","","57","0","","","","","0.006679","complete","","12807","159438","0","35","","","49","0","","","","9257","0.276558","391","97","","8"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.0437877047806978","4","49","","","","results_filter","0.374846","","","minimize","18","","37","0","","","","","0.005965","complete","","0","212303","35153","29","","","33","0","","","","10626","0.224785","0","37","","4"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.8418117966502905","1","26","","","","results_filter","0.004615","","","minimize","6","","14","0","","","","","0.004524","complete","","0","134","44","18","","","11","0","","","","14","0.191149","0","20","","3"
"Huub_free_s+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.6742371851578355","4","49","","","","results_filter","0.036653","","","minimize","16","","37","0","","","","","0.006163","complete","","182","11322","1699","45","","","33","0","","","","447","0.226187","5","43","","4"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.49562552012503147","2","69","","","","results_filter","0.009791","","","minimize","21","","57","0","","","","","0.006817","complete","","0","885","110","35","","","49","0","","","","5","0.174302","0","54","","8"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.2421839954332","4","105","","","","results_filter","1199.8246","","","minimize","14","","75","0","","","","","0.007234","complete","","4139386","74281591","11854611","97","","","67","0","","","","4929422","0.169692","147057","222","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7599659468978643","3","48","","","","results_filter","0.035054","","","minimize","10","","26","0","","","","","0.005151","complete","","0","5961","2541","32","","","25","0","","","","626","0.23006","0","39","","1"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.5316103659570217","3","33","","310","","results_filter","0.023441","","","minimize","15","","334","0","","","","127","0.008903","complete","","1093","65606","751","24","","","333","0","310","","","671","0.263261","12","357","","1"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.47998648323118687","3","77","","","","results_filter","0.022764","","","minimize","18","","57","0","","","","","0.006892","complete","","0","2821","816","35","","","49","0","","","","99","0.166931","0","57","","8"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","2.9729702854529023","10","52","","","","results_filter","2.23032","","","minimize","19","","36","0","","","","","0.006396","complete","","0","700470","154396","34","","","35","0","","","","24087","0.171873","0","43","","1"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.41295324452221394","1","61","","","","results_filter","0.011904","","","minimize","15","","37","0","","","","","0.005964","complete","","333","4668","0","45","","","33","0","","","","134","0.167665","1","116","","4"
"cp-sat","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.6293980097398162","2","69","","","","results_filter","0.013029","","","minimize","21","","57","","","64","","","","","","","416","","","","","","0","","","","0","0.178801","","","21",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","42.6924116993323","1","73","","","","results_filter","40.490486","","","minimize","32","","75","0","","","","","0.007425","complete","","0","2223041","331650","49","","","67","0","","","","327232","0.340971","0","55","","8"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.885011563077569","2","69","","","","results_filter","0.010998","","","minimize","21","","57","0","","","","","0.006345","complete","","0","864","109","35","","","49","0","","","","5","0.168715","0","54","","8"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.6204922823235","5","105","","2432","","results_filter","1199.699726","","","minimize","18","","2505","0","","","","608","0.037633","complete","","6997","632604855","6042289","49","","","2497","0","2432","","","5379358","0.26663","0","2943","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.6319504054263234","16","49","","600","","results_filter","0.056768","","","minimize","16","","635","0","","","","180","0.011715","complete","","12240","142933","0","45","","","631","0","600","","","260","0.220807","1","769","","4"
"Huub_free_s+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.8248312044888735","3","49","","","","results_filter","0.187813","","","minimize","18","","37","0","","","","","0.007144","complete","","2248","70619","7842","29","","","33","0","","","","4734","0.207889","95","131","","4"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.9042356535792351","1","33","","","","results_filter","0.50474","","","minimize","34","","37","0","","","","","0.005745","complete","","6053","156335","11011","29","","","33","0","","","","13631","0.168393","241","39","","4"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","45.765201608650386","1","73","","","","results_filter","44.797327","","","minimize","32","","75","0","","","","","0.00701","complete","","0","2260729","338625","65","","","67","0","","","","334746","0.22024","0","60","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","39.01459314674139","7","105","","","","results_filter","38.400904","","","minimize","16","","75","0","","","","","0.009827","complete","","861981","8015580","0","65","","","67","0","","","","627544","0.197705","18200","181","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4507037065923214","1","77","","","","results_filter","0.008323","","","minimize","17","","57","0","","","","","0.006176","complete","","157","4649","0","69","","","49","0","","","","0","0.181859","0","158","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","47.906118367798626","1","73","","","","results_filter","47.093777","","","minimize","32","","75","0","","","","","0.007528","complete","","0","2260729","338625","65","","","67","0","","","","334746","0.195083","0","60","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","23.004200369119644","4","105","","2432","","results_filter","22.422003","","","minimize","11","","2505","0","","","","608","0.033519","complete","","405124","109957948","674561","97","","","2497","0","2432","","","361332","0.26464","10376","3152","","8"
